title,year published,funders
When can the Child Speak for Herself? The Limits of Parental Consent in Data Protection Law for Health Research.,2017,Wellcome Trust
Reinterpretation of LHC Results for New Physics: Status and Recommendations after Run 2,2020,Horizon 2020| National Research Foundation of Korea| Austrian Science Fund| Fundação de Amparo à Pesquisa do Estado de São Paulo| Royal Society| Deutsche Forschungsgemeinschaft| Science and Technology Facilities Council
Personalised Medicine: The Promise  the Hype and the Pitfalls.,2017,Medical Research Council| Department of Health
European Nucleotide Archive in 2016,2016,Biotechnology and Biological Sciences Research Council
Registered access: authorizing data access,2018,NHGRI NIH HHS| CIHR| Wellcome Trust
See I told you I was taking it! - attitudes of adolescents with asthma towards a device monitoring their inhaler use: Implications for future design,2016,Horizon Centre for Doctoral Training| University of Nottingham
Resource implications of preparing individual participant data from a clinical trial to share with external researchers.,2017,National Institute for Health Research
Cross-Sectoral Zoonotic Disease Surveillance in Western Kenya: Identifying Drivers and Barriers Within a Resource Constrained Setting.,2021,Biotechnology and Biological Sciences Research Council
Electronic data capture for large scale typhoid surveillance  household contact tracing  and health utilisation survey: Strategic Typhoid Alliance across Africa and Asia,2020,Bill and Melinda Gates Foundation| Wellcome Trust
Realising the right to data portability for the domestic Internet of things,2017,University of Nottingham
Post-mortem privacy 2.0: theory  law  and technology,2017,"The Clark Foundation| Centre for Creativity, Regulation, Enterprise and Technology (CREATe)| Research Councils UK| The University of Strathclyde King Hugh Fund| Horizon Digital Economy Hub, Nottingham"
CHI Extended Abstracts - Privacy Itch and Scratch: On Body Privacy Warnings and Controls,2016,Engineering and Physical Sciences Research Council| European Research Council
A Golden Age for Working with Public Proteomics Data,2017,Biotechnology and Biological Sciences Research Council| Wellcome Trust
COM-PACE: Compliance-Aware Cloud Application Engineering Using Blockchain,2020,Engineering and Physical Sciences Research Council
Conference on Designing Interactive Systems - Sharing real-time biometric data across social networks: requirements for research experiments,2014,Engineering and Physical Sciences Research Council
Multisystem failure: the story of anti-influenza drugs.,2014,Department of Health
Privacy-Aware Cloud Auditing for GDPR Compliance Verification in Online Healthcare,2021,Engineering and Physical Sciences Research Council| Start Up Fund Durham University UK
Best practices in data analysis and sharing in neuroimaging using MRI.,2017,Medical Research Council| NIMH NIH HHS| European Research Council| NIBIB NIH HHS| NIA NIH HHS| NINDS NIH HHS| Wellcome Trust
CHI Extended Abstracts - Designing for Human Data Interaction in Data-Driven Media Experiences,2021,EPSRC
ChEMBL: a large-scale bioactivity database for drug discovery.,2011,Cancer Research UK| Wellcome Trust
That’s private! Understanding travelers’ privacy concerns and online data disclosure,2020,Engineering and Physical Sciences Research Council
A high-stringency blueprint of the human proteome,2020,CIHR| NIGMS NIH HHS| NIA NIH HHS| NCI NIH HHS| NIEHS NIH HHS| Wellcome Trust
A new era of virus bioinformatics,2018,Medical Research Council
transPLANT Resources for Triticeae Genomic Data,2016,Biotechnology and Biological Sciences Research Council
Crowdsourcing Linked Data on listening experiences through reuse and enhancement of library data,2018,Arts and Humanities Research Council
The International Nucleotide Sequence Database Collaboration.,2015,Intramural NIH HHS| Biotechnology and Biological Sciences Research Council| Wellcome Trust
Toward interoperable bioscience data,2012,Medical Research Council| NIMH NIH HHS| NIGMS NIH HHS| Biotechnology and Biological Sciences Research Council| NHLBI NIH HHS| NCRR NIH HHS| NHGRI NIH HHS| NCI NIH HHS
The Stem Cell Commons: an exemplar for data integration in the biomedical domain driven by the ISA framework.,2013,Biotechnology and Biological Sciences Research Council
SOSE - Privacy & Cloud Services: Are We There Yet?,2021,EPSRC
Interactive mapping for large  open demographic data sets using familiar geographical features,2015,Economic and Social Research Council
Publishing and sharing multi-dimensional image data with OMERO.,2015,Biotechnology and Biological Sciences Research Council| Wellcome Trust
A Common Space Approach to Comparative Neuroscience.,2021,Medical Research Council| Biotechnology and Biological Sciences Research Council| Wellcome Trust
UbiComp/ISWC Adjunct - IoT App Development: Supporting Data Protection by Design and Default,2018,Engineering and Physical Sciences Research Council
Great Britain transport  housing  and employment access datasets for small-area urban area analytics.,2019,Economic and Social Research Council
Data Access Committees.,2020,Wellcome Trust
RHETORIC OR REALITY: WHAT IS THE LEGAL STATUS OF THE CONSENT FORM IN HEALTH-RELATED RESEARCH?,2012,Wellcome Trust
Willingness to donate genomic and other medical data: results from Germany.,2020,Wellcome Trust
Sharing individual patient and parasite-level data through the WorldWide Antimalarial Resistance Network platform: A qualitative case study.,2017,Wellcome Trust
Public responses to the sharing and linkage of health data for research purposes: a systematic review and thematic synthesis of qualitative studies,2016,Medical Research Council| Arthritis Research UK| Chief Scientist Office| Cancer Research UK| British Heart Foundation| Wellcome Trust
Knowing who to trust: exploring the role of 'ethical metadata' in mediating risk of harm in collaborative genomics research in Africa.,2014,Medical Research Council| Wellcome Trust
Leveraging European infrastructures to access 1 million human genomes by 2022,2019,Wellcome Trust
METABOLOMICS - COordination of Standards in MetabOlomicS (COSMOS): facilitating integrated metabolomics data access,2015,Medical Research Council| Biotechnology and Biological Sciences Research Council
Governance mechanisms for sharing of health data: An approach towards selecting attributes for complex discrete choice experiment studies,2021,NordForsk| UK Research and Innovation| Economic and Social Research Council
Tiered informed consent: respecting autonomy  agency and individuality in Africa.,2018,NHGRI NIH HHS| NICHD NIH HHS| Wellcome Trust
The cardboard box study: understanding collaborative data management in the connected home,2021,Nottingham Research Fellowship (NRF) Award| Engineering and Physical Sciences Research Council
STAST - Effects of privacy risk perception and cultural bias on intention of connected autonomous vehicle use,2018,Innovate UK
WebSci - Prosopography is Greek for Facebook: The SNAP:DRGN Project,2015,Arts and Humanities Research Council
Multidimensional proteomics for cell biology,2015,Wellcome Trust
Predictive Modeling of Influenza Shows the Promise of Applied Evolutionary Biology,2017,Medical Research Council| NIGMS NIH HHS| NIAID NIH HHS| Cancer Research UK| NCI NIH HHS| NICHD NIH HHS| Wellcome Trust
TVX - The Living Room of the Future,2019,Arts and Humanities Research Council| Engineering and Physical Sciences Research Council
Classification and characterisation of brain network changes in chronic back pain: A multicenter study [version 1; referees: 3 approved],2018,"Japan Society for the Promotion of Science| University of Cambridge| Arthritis Research UK| National Institute for Information and Communications Technology| Japan Agency for Medical Research and Development| Ministry of Education, Culture, Sports, Science and Technology| Wellcome Trust"
M4IoT@Middleware - Enhancing Transparency of MQTT Brokers For IoT Applications Through Provenance Streams,2019,Engineering and Physical Sciences Research Council
Thigh-worn accelerometry for measuring movement and posture across the 24-hour cycle : a scoping review and expert statement,2020,PAL Technologies| National Health and Medical Research Council| Loughborough University| Worldwide Universities Network–Research Development Fund| University of Sydney| British Heart Foundation
MPS@CCS - Are We There Yet?: Understanding the Challenges Faced in Complying with the General Data Protection Regulation (GDPR),2018,Engineering and Physical Sciences Research Council
Your DNA  Your Say.,2017,Wellcome Trust
CHI - Understanding the Family Perspective on the Storage  Sharing and Handling of Family Civic Data,2018,"EPSRC| Department of Health, UK Government"
Modeling consent in the time of COVID-19,2020,Wellcome Trust
CHI - Revisiting “Hole in the Wall” Computing: Private Smart Speakers and Public Slum Settings,2018,EPSRC
An open-source platform for analyzing and sharing worm-behavior data,2018,Medical Research Council| NIH HHS| NIDDK NIH HHS| European Research Council| Wellcome Trust
CHI Extended Abstracts - Negotiation as an Interaction Mechanism for Deciding App Permissions,2016,Engineering and Physical Sciences Research Council| European Commission Marie Curie International Outgoing Fellowship
Effectiveness of a Group B Outer Membrane Vesicle Meningococcal Vaccine in Preventing Hospitalization from Gonorrhea in New Zealand: A Retrospective Cohort Study,2019,Novartis
Study Profile: The Durban Diabetes Study (DDS): a platform for chronic disease research,2016,Medical Research Council| Wellcome Trust
OpenMS: a flexible open-source software platform for mass spectrometry data analysis,2016,Wellcome Trust
The grant is dead  long live the data - migration as a pragmatic exit strategy for research data preservation.,2019,Wellcome Trust
Estimating domestic self-supply groundwater use in urban continental Africa,2020,Natural Environment Research Council
The zika virus individual participant data consortium: A global initiative to estimate the effects of exposure to zika virus during pregnancy on adverse fetal  infant  and child health outcomes,2020,DFID-Wellcome Trust| Wellcome Trust
Challenges and strategies to facilitate formulation development of pediatric drug products: Safety qualification of excipients.,2017,Medical Research Council| Intramural FDA HHS
BrainNet Europe’s Code of Conduct for brain banking,2015,Medical Research Council| Parkinson's UK
Demonstrably doing accountability in the Internet of Things,2018,Engineering and Physical Sciences Research Council
Clinical applications of infrared and Raman spectroscopy: state of play and future challenges,2018,Department of Health
Privacy Engineering for Domestic IoT: Enabling Due Diligence.,2019,Engineering and Physical Sciences Research Council
H3Africa multi-centre study of the prevalence and environmental and genetic determinants of type 2 diabetes in sub-Saharan Africa: study protocol.,2016,Medical Research Council| Wellcome Trust
Attitudes of publics who are unwilling to donate DNA data for research.,2018,Wellcome Trust
Investigating the Extent to Which Patients Should Control Access to Patient Records for Research: A Deliberative Process Using Citizens Juries,2018,Medical Research Council| Wellcome Trust
Clinical and research strategies for limb-girdle congenital myasthenic syndromes.,2018,Medical Research Council| Wellcome Trust
Presenting and sharing clinical data using the eTRIKS Standards Master Tree for tranSMART.,2018,Medical Research Council
Towards Precision Medicine in the Clinic: From Biomarker Discovery to Novel Therapeutics,2016,Cancer Research UK
The grant is dead  long live the data - migration as a pragmatic exit strategy for research data preservation,2019,Biotechnology and Biological Sciences Research Council| Wellcome Trust
The MIntAct project--IntAct as a common curation platform for 11 molecular interaction databases.,2013,NHLBI NIH HHS| Telethon| British Heart Foundation
European Journal of Human Genetics - RD-Connect  NeurOmics and EURenOmics: collaborative European initiative for rare diseases,2018,Medical Research Council
VivaxGEN: An open access platform for comparative analysis of short tandem repeat genotyping data in Plasmodium vivax populations.,2017,Medical Research Council| Wellcome Trust
An Open Resource for Non-human Primate Imaging,2018,"Medical Research Council| NIMH NIH HHS| National Centre for the Replacement, Refinement and Reduction of Animals in Research| NIH HHS| NIBIB NIH HHS| NIA NIH HHS| NEI NIH HHS| NINDS NIH HHS| Wellcome Trust"
From preventative to predictive maintenance: The organisational challenge:,2017,Innovate UK
Cohort Profile: The European Male Ageing Study,2012,Arthritis Research UK
CHI Extended Abstracts - Human-Data Interaction Through Design: An explorative step from theory to practice using Design as a vehicle,2021,Engineering and Physical Sciences Research Council
New Horizons in the use of routine data for ageing research,2020,The Dunhill Medical Trust| Wellcome Trust
Delivering proportionate governance in the era of eHealth: Making linkage and privacy work together,2013,Medical Research Council
Unravelling tumour heterogeneity using next-generation imaging: radiomics  radiogenomics  and habitat imaging.,2016,NCI NIH HHS| Cancer Research UK
CARD 2017: expansion and model-centric curation of the comprehensive antibiotic resistance database,2016,CIHR| Wellcome Trust
Evolving attackers against wireless sensor networks using genetic programming,2017,Engineering and Physical Sciences Research Council
Research using free text data in medical records could benefit from dynamic consent and other tools for responsible governance,2020,Leverhulme Trust
Co-Designing Personal Health? Multidisciplinary Benefits and Challenges in Informing Diabetes Self-Care Technologies,2021,UK Research and Innovation| Innovate UK
Variants in GNAI1 cause a syndrome associated with variable features including developmental delay  seizures  and hypotonia.,2021,NHGRI NIH HHS| NINDS NIH HHS| Wellcome Trust
UCC - Developing GDPR Compliant User Data Policies for Internet of Things,2019,Engineering and Physical Sciences Research Council
Cohort profile: Early pandemic evaluation and enhanced surveillance of COVID-19 (EAVE II) database.,2021,Medical Research Council| BREATHE-The Health Data Research Hub for Respiratory Health| UK Research and Innovation Industrial Strategy Challenge Fund and delivered through Health Data Research UK| Scottish Government| National Institute for Health Research Health Technology Assessment Programme
Systems Medicine 2.0: Potential Benefits of Combining Electronic Health Care Records With Systems Science Models,2015,Wellcome Trust
Visualising world population density as an interactive multi-scale map using the global human settlement population layer,2017,Economic and Social Research Council
School's Out: Seasonal Variation in the Movement Patterns of School Children,2015,Medical Research Council
A collaborative resource platform for non-human primate neuroimaging.,2020,Biotechnology and Biological Sciences Research Council| Wellcome Trust
Health & Demographic Surveillance System Profile: The Nairobi Urban Health and Demographic Surveillance System (NUHDSS),2015,Wellcome Trust
Informatics and data mining tools and strategies for the human connectome project.,2011,Medical Research Council| NIMH NIH HHS| Biotechnology and Biological Sciences Research Council| NIBIB NIH HHS| NCRR NIH HHS| NINDS NIH HHS
Making sense of big data in health research: Towards an EU action plan,2016,Wellcome Trust
A pragmatic guide to geoparsing evaluation,2019,Medical Research Council
PyOmeroUpload: A Python toolkit for uploading images and metadata to OMERO,2020,Wellcome Trust
Toward a global and reproducible science for brain imaging in neurotrauma: the ENIGMA adult moderate/severe traumatic brain injury working group,2020,CSRD VA| Department of Health| NINDS NIH HHS
Anonymity in EU Health Law: Not an Alternative to Information Governance.,2020,Medical Research Council
Drug Target Commons: A Community Effort to Build a Consensus Knowledge Base for Drug-Target Interactions.,2017,Wellcome Trust
Digital health care: cementing centralisation?,2014,Medical Research Council
iProX: an integrated proteome resource.,2018,National Key Research Program of China| International Scientific and Technological Cooperation project of China| Biotechnology and Biological Sciences Research Council| National High Technology Research and Development Program of China| National Science Foundation of China
Biomagnetic biomarkers for dementia: A pilot multicentre study with a recommended methodological framework for magnetoencephalography.,2019,Medical Research Council| Biotechnology and Biological Sciences Research Council| Wellcome Trust
European Ultrahigh-Field Imaging Network for Neurodegenerative Diseases (EUFIND),2019,Medical Research Council| Wellcome Trust
Dark Patterns after the GDPR: Scraping Consent Pop-ups and Demonstrating their Influence,2020,Engineering and Physical Sciences Research Council| National Science Foundation| Danish Agency for Science and Higher Education| Aarhus Universitets Forskningsfond| William and Flora Hewlett Foundation
CHI - Constructing Conceptual Knowledge Artefacts: Activity Patterns in the Ontology Authoring Process,2015,Engineering and Physical Sciences Research Council
Where You Go Matters: A Study on the Privacy Implications of Continuous Location Tracking,2020,EPSRC The Alan Turing Institute| Engineering and Physical Sciences Research Council
Making Data Flow for the Climate Risk Market,2017,Arts and Humanities Research Council
Earth BioGenome Project: Sequencing life for the future of life.,2018,Howard Hughes Medical Institute| Wellcome Trust
From single biobanks to international networks: developing e-governance,2011,Wellcome Trust
Vesiclepedia: a compendium for extracellular vesicles with continuous community annotation,2012,NHLBI NIH HHS| NIMHD NIH HHS| NIDDK NIH HHS| Wellcome Trust
CoNEXT - Beyond content analysis: detecting targeted ads via distributed counting,2019,Marie Curie| Horizon 2020
Mitigating the threat of artemisinin resistance in Africa: improvement of drug-resistance surveillance and response systems,2012,Wellcome Trust
Network service orchestration standardization,2017,EPSRC| BT
A reproducible picture of open access health facility data in Africa and R tools to support improvement,2021,EPA| Wellcome Trust
CSCW - Privacy as Articulation Work in HIV Health Services,2015,Engineering and Physical Sciences Research Council
The Matchmaker Exchange: a platform for rare disease gene discovery,2015,NIGMS NIH HHS| NICHD NIH HHS| NIH HHS| NHGRI NIH HHS| Canadian Institutes of Health Research| NCI NIH HHS| NINDS NIH HHS| Wellcome Trust
Quantifying the impact of public omics data,2019,NIGMS NIH HHS| Wellcome Trust
The future of zoonotic risk prediction.,2021,NIAID NIH HHS| Wellcome Trust
The Human Cell Atlas,2017,Medical Research Council| NIMH NIH HHS| NIDDK NIH HHS| NIAID NIH HHS| NCI NIH HHS
Enabling Global Clinical Collaborations on Identifiable Patient Data: The Minerva Initiative.,2019,Medical Research Council| NHGRI NIH HHS| NIMH NIH HHS| NICHD NIH HHS
Opportunities for improving animal welfare in rodent models of epilepsy and seizures,2015,Medical Research Council
Tracking GDPR Compliance in Cloud-based Service Delivery,2020,Engineering and Physical Sciences Research Council
Fully Homomorphically Encrypted Deep Learning as a Service,2021,Engineering and Physical Sciences Research Council
Genetic surveillance in the Greater Mekong subregion and South Asia to support malaria control and elimination,2021,Medical Research Council| World Health Organization| Wellcome Trust
Circular Dichroism Spectral Data and Metadata in the Protein Circular Dichroism Data Bank (PCDDB): a tutorial guide to accession and deposition,2012,Biotechnology and Biological Sciences Research Council
Toward a Global Genomic Epidemiology of Meningococcal Disease.,2019,National Institute for Health Research
The Interface of Therapeutics and Genomics in Cardiovascular Medicine.,2021,Medical Research Council
Rigor and Ethics in the World of Big-team Qualitative Data: Experiences From Research in International Development,2018,Economic and Social Research Council
Community Energy Groups: Can They Shield Consumers from the Risks of Using Blockchain for Peer-to-Peer Energy Trading?,2021,EPSRC
ClinVar database of global familial hypercholesterolemia-associated DNA variants,2018,NHGRI NIH HHS| British Heart Foundation| NIDDK NIH HHS
Biomarker-guided trials: Challenges in practice.,2019,Medical Research Council| Cancer Research UK
Towards Algorithmic Analytics for Large-scale Datasets.,2019,NIMH NIH HHS| Wellcome Trust
MS-based lipidomics of human blood plasma: a community-initiated position paper to develop accepted guidelines,2018,Medical Research Council| NIGMS NIH HHS| Biotechnology and Biological Sciences Research Council
Is digital health care more equitable? The framing of health inequalities within England's digital health policy 2010-2017.,2019,Wellcome Trust
Integrated Care in Prostate Cancer (ICARE-P): Nonrandomized Controlled Feasibility Study of Online Holistic Needs Assessment  Linking the Patient and the Health Care Team,2017,Department of Health
PlatformTM  a standards-based data custodianship platform for translational medicine research,2019,Innovative Medicines Initiative (IMI)| Biotechnology and Biological Sciences Research Council
Securing the future of research computing in the biosciences.,2019,Wellcome Trust
Data protection  information governance and the potential erosion of ethnographic methods in health care?,2021,Applied Research Collaboration| North East and North Cumbria| Versus Arthritis| National Institute of Health Research
Designing Privacy-aware Internet of Things Applications,2020,EPSRC| European Research Council
GDPR Compliance Verification in Internet of Things,2020,extend appreciation to the Deanship of Scientific Research at Princess Nourah bint Abdualrahman University for supporting his work through the visiting scholar program| EPSRC| Project title: “PACE: Privacy-aware Cloud Ecosystems.”
Is digital health care more equitable? The framing of health inequalities within England's digital health policy 2010-2017,2019,Wellcome Trust
A tutorial for software development in quantitative proteomics using PSI standard formats.,2013,Biotechnology and Biological Sciences Research Council
In-situ microphysical characterization of low-level clouds in the Finnish sub-Arctic  extensive dataset,2021,Natural Environment Research Council| Koneen Säätiö| Horizon 2020| Academy of Finland| NordForsk
Anticipating care needs of patients after discharge from hospital: Frail and elderly patients without physiological abnormality on day of admission are more likely to require social services input.,2017,Health Foundation
Trans-Proteomic Pipeline  a standardized data processing pipeline for large-scale reproducible proteomics informatics.,2015,Medical Research Council| NHGRI NIH HHS| NIGMS NIH HHS| NIBIB NIH HHS
BioCreative V BioC track overview: collaborative biocurator assistant task for BioGRID.,2016,Biotechnology and Biological Sciences Research Council| NIH HHS| NIGMS NIH HHS
How to use relevant data for maximal benefit with minimal risk: digital health data governance to protect vulnerable populations in low-income and middle-income countries.,2019,NHGRI NIH HHS| NICHD NIH HHS| Wellcome Trust
‘You should at least ask’. The expectations  hopes and fears of rare disease patients on large-scale data and biomaterial sharing for genomics research,2016,Medical Research Council
Converting Access Microbiology to an open research platform: community survey results.,2021,Howard Hughes Medical Institute| Wellcome Trust
Charging undocumented migrant children for NHS healthcare: implications for child health.,2019,Wellcome Trust
International Charter of principles for sharing bio-specimens and data,2014,Medical Research Council
Strengths and Limitations of Period Estimation Methods for Circadian Data,2014,Biotechnology and Biological Sciences Research Council
Improving data availability for brain image biobanking in healthy subjects: Practice-based suggestions from an international multidisciplinary working group,2017,Medical Research Council| Wellcome Trust| NIA NIH HHS| NIBIB NIH HHS
mzTab-M: A Data Standard for Sharing Quantitative Results in Mass Spectrometry Metabolomics.,2019,NIGMS NIH HHS| Biotechnology and Biological Sciences Research Council
Contemporary Insights Into the Genetics of Hypertrophic Cardiomyopathy: Toward a New Era in Clinical Testing?,2020,Department of Health
HDR UK supporting mobilising computable biomedical knowledge in the UK.,2020,Medical Research Council
Health Data Processes: A Framework for Analyzing and Discussing Efficient Use and Reuse of Health Data With a Focus on Patient-Reported Outcome Measures.,2019,Department of Health
Framework for WASH Sector Data Improvements in Data-Poor Environments  Applied to Accra  Ghana,2018,Department for International Development
More Outcomes than Trials: A Call for Consistent Data Collection across Stroke Rehabilitation Trials:,2012,Medical Research Council| Department of Health| Chief Scientist Office
Heterozygous Variants in KDM4B Lead to Global Developmental Delay and Neuroanatomical Defects.,2020,NIAMS NIH HHS| NICHD NIH HHS| Wellcome Trust
Implications of the Data Revolution for Statistics Education,2015,Economic and Social Research Council
Erratum: Subcortical brain volume abnormalities in 2028 individuals with schizophrenia and 2540 healthy controls via the ENIGMA consortium (Molecular Psychiatry (2015) DOI:10.1038/mp.2015.63),2015,Medical Research Council| NIGMS NIH HHS| NCATS NIH HHS| NIBIB NIH HHS| NCRR NIH HHS| Wellcome Trust
Policy-Aware Data Lakes: A Flexible Approach to Achieve Legal Interoperability for Global Research Collaborations,2020,Wellcome Trust
Cluster failure revisited: Impact of first level design and physiological noise on cluster false positive rates,2018,Center for Industrial Information Technology (CENIIT)| NIH HHS| NIBIB NIH HHS| Linköping University| Knut och Alice Wallenbergs Stiftelse| Swedish research council| Wellcome Trust
OpenPrescribing: Normalised data and software tool to research trends in English NHS primary care prescribing 1998-2016,2018,Wellcome Trust
Strengthening health technology assessment systems in the global south: a comparative analysis of the HTA journeys of China  India and South Africa,2018,Medical Research Council
Should free-text data in electronic medical records be shared for research? A citizens' jury study in the UK.,2020,Engineering and Physical Sciences Research Council
Building new computational models to support health behavior change and maintenance: new opportunities in behavioral research.,2015,Medical Research Council| NCI NIH HHS| NIH HHS| NIA NIH HHS
Joining the dots: An automated method for constructing food webs from compendia of published interactions,2015,Natural Environment Research Council| Queen Mary University of London| Freshwater Biological Association
De Novo and Inherited Loss-of-Function Variants in TLK2: Clinical and Genotype-Phenotype Evaluation of a Distinct Neurodevelopmental Disorder,2018,Medical Research Council| Department of Health| Wellcome Trust
Public involvement in the governance of population-level biomedical research: Unresolved questions and future directions,2020,Wellcome Trust
Mortality and cause-of-death reporting and analysis systems in seven Pacific Island countries.,2012,Department of Health
Population data science: advancing the safe use of population data for public benefit,2018,Medical Research Council
Association of the OPRM1 Variant rs1799971 (A118G) with Non-Specific Liability to Substance Dependence in a Collaborative de novo Meta-Analysis of European-Ancestry Cohorts,2015,Medical Research Council| NIMH NIH HHS| NCATS NIH HHS| NIAAA NIH HHS| NHLBI NIH HHS| NHGRI NIH HHS| PHS HHS| Cancer Research UK| British Heart Foundation| NCI NIH HHS| NIDA NIH HHS| FDA HHS
The ‘right to be forgotten’ online within G20 statutory data protection frameworks,2020,"Human Rights, Big Data and Technology Project| Economic and Social Research Council"
Genomic variant sharing: a position statement.,2019,Medical Research Council| Wellcome Trust
Leveraging electronic health records for clinical research,2018,"St Jude Medical, Inc| J&J Medical Device Companies| Janssen Pharmaceuticals| Pfizer| The Medicines Company| Amgen| AstraZeneca"
EXPOsOMICS: final policy workshop and stakeholder consultation.,2018,Medical Research Council| World Health Organization| EC FP7
Recurrent de novo missense variants in GNB2 can cause syndromic intellectual disability.,2021,National Institutes of Health| National Health and Medical Research Council| Victorian Government's Operational Infrastructure Support Program| Japan Agency for Medical Research and Development| Duchess of Kent Children's Hospital| Australian Government Research Training Program Scholarship| Fondazione Telethon| Wellcome Trust| NIHR Biomedical Research Centre Oxford| Australian Genomic Health Alliance NHMRC Targeted Call for Research into Preparing Australia for the Genomics Revolution in Healthcare| Murdoch Children's Research Institute| National Human Genome Research Institute| Undiagnosed Diseases Program - Victoria| Australian NHMRC Centre for Research Excellence in Neurocognitive Disorders| Telethon Undiagnosed Diseases Program| Japan Society for the Promotion of Science| Autism Speaks| Health Innovation Challenge Fund| Australian Genomics Health Alliance PhD Award| Autism Sequencing Consortium
ICOADS Release 3.0: a major update to the historical marine climate record,2016,"US National Science Foundation through core funding at the National Center for Atmospheric Research| Economic and Social Research Council| Climate Observation Division of NOAA's Climate Program Office| Joint DECC and Defra Integrated Climate Programme, DECC/Defra| U.S. National Science Foundation's Oceanographic Instrumentation and Technical Services Program| Climate Observation Division, Climate Program Office, National Oceanic and Atmospheric Administration, U.S. Department of Commerce| NERC through the NOC National Capability Program"
Pan-european landscape of research into neurodevelopmental copy number variants: A survey by the MINDDS consortium.,2020,Medical Research Council
Defining service catchment areas in low-resource settings,2021,Wellcome Trust
A vision for global monitoring of biological invasions,2017,"Deutsche Forschungsgemeinschaft (DFG| Natural Environment Research Council| The Czech Academy of Sciences| Portuguese Foundation for Science and Technology (FCT/MCTES)| National Research Foundation of South Africa| Deutsche Forschungsgemeinschaft| COST Action| POPH/FSE (EC)| South African National Department of Environment Affairs| Australian Research Council| DST-NRF Centre of Excellence for Invasion Biology| Centre of Excellence PLADIAS| Joint Nature Conservation Committee| DST-NRF Centre of Excellence for Invasion Biology, the National Research Foundation of South Africa| BiodivERsA"
MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease,2016,Medical Research Council| NHGRI NIH HHS| NIH HHS| NINDS NIH HHS
How COVID-19 has fundamentally changed clinical research in global health.,2021,Medical Research Council| FIC NIH HHS
NeuroX  a fast and efficient genotyping platform for investigation of neurodegenerative diseases,2014,Medical Research Council| Intramural NIH HHS| NCATS NIH HHS| NHLBI NIH HHS| NCRR NIH HHS| NIA NIH HHS| Parkinson's UK| NINDS NIH HHS| Wellcome Trust
Designing citizen science for water and ecosystem services management in data-poor regions: Challenges and opportunities,2021,Natural Environment Research Council| Economic and Social Research Council| Imperial College of Science Technology and Medicine| Global Challenges Research Fund| Israel Cancer Research Fund
The reporting of studies using routinely collected health data was often insufficient,2016,Department of Health| Wellcome Trust
Ethical issues in human genomics research in developing countries.,2011,Medical Research Council| Wellcome Trust
Governance of research consortia: challenges of implementing Responsible Research and Innovation within Europe.,2020,Innovative Medicines Initiative| Leverhulme Trust| Wellcome Trust
A Privacy-Preservation Framework Based on Biometrics Blockchain (BBC) to Prevent Attacks in VANET,2021,Strengthening Accountability Networks among Civil Society| Leverhulme Trust| The Engineering and Physical Sciences Research Council
The Sickle Cell Disease Ontology: enabling universal sickle cell-based knowledge representation,2019,NHLBI NIH HHS| NHGRI NIH HHS| Wellcome Trust
Association of moderate and vigorous physical activity with incidence of type 2 diabetes and subsequent mortality: 27 year follow-up of the Whitehall II study,2019,National Institute of Health| Medical Research Council| British Heart Foundation| NIA NIH HHS
Ethics review for international data-intensive research,2016,NHGRI NIH HHS| Wellcome Trust
Availability  access  analysis and dissemination of small-area data.,2020,Medical Research Council
Characterization of Native Protein Complexes and Protein Isoform Variation Using Size-fractionation-based Quantitative Proteomics,2013,Medical Research Council| Biotechnology and Biological Sciences Research Council| Wellcome Trust
Mention of ethical review and informed consent in the reports of research undertaken during the armed conflict in Darfur (2004–2012): a systematic review,2019,Wellcome Trust
Evaluation of a health service adopting proactive approach to reduce high risk of lung cancer: The Liverpool Healthy Lung Programme,2019,Department of Health
The European Bioinformatics Institute in 2017: data coordination and integration.,2017,Wellcome Trust
Challenges with tracing patients on antiretroviral therapy who are late for clinic appointments in rural South Africa and recommendations for future practice,2020,Bill and Melinda Gates Foundation| Economic and Social Research Council
The ProteomeXchange consortium in 2017: supporting the cultural change in proteomics public data deposition,2016,Biotechnology and Biological Sciences Research Council| Wellcome Trust| NIGMS NIH HHS| NIBIB NIH HHS
Cancer Variant Interpretation Group UK (CanVIG-UK): an exemplar national subspecialty multidisciplinary network.,2020,Department of Health| Cancer Research UK
simGWAS: a fast method for simulation of large scale case-control GWAS summary statistics.,2018,Medical Research Council| Wellcome Trust
Predicting the Safety of Medicines in Pregnancy: a Workshop Report.,2020,Medical Research Council
Advancing COVID-19 Diagnosis with Privacy-Preserving Collaboration in Artificial Intelligence,2021,NCI NIH HHS| Wellcome Trust
Mechanism and Catalytic Site Atlas (M-CSA): a database of enzyme reaction mechanisms and active sites.,2017,Medical Research Council
Dynamic Consent: a potential solution to some of the challenges of modern biomedical research,2017,Wellcome Trust
The mzIdentML Data Standard Version 1.2  Supporting Advances in Proteome Informatics.,2017,Biotechnology and Biological Sciences Research Council| NIBIB NIH HHS| NIGMS NIH HHS| Wellcome Trust
Advances in neuroimaging to support translational medicine in dementia.,2021,Medical Research Council| Wellcome Trust
Isolating the effect of cycling on local business environments in London.,2018,Engineering and Physical Sciences Research Council
