title,year published,funders
Conference on Designing Interactive Systems - Keeping and Discarding Personal Data: Exploring a Design Space,2019,"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada"
Supporting biodiversity studies with the EUBrazilOpenBio Hybrid Data Infrastructure,2014,European Commission Directorate-General for Research and Innovation
Advancing good governance in data sharing and biobanking - international aspects.,2019,Wellcome Trust
Open data for electricity modeling: Legal aspects,2020,Germany's Federal Ministry for Economic Affairs and Energy
Spatio-Temporal evolutive Data Infrastructure: a Spatial Data Infrastructure for managing data flows of Territorial Statistical Information,2016,Région Rhône-Alpes
IEEE BigData - Preserving Privacy of Temporal Big Data,2020,University of Manitoba| Natural Sciences and Engineering Research Council of Canada
A data infrastructure for the assessment of health care performance: lessons from the BRIDGE-health project,2018,Seventh Framework Programme| European Union Health Programme
Data sharing in Surface Science,2016,DOE
Attribute-Based Privacy-Preserving Data Sharing for Dynamic Groups in Cloud Computing,2019,Guangxi Colleges and Universities Key Laboratory of Cloud Computing and Complex Systems| National Cryptography Development Fund for Cryptographic Theory of China| National Science Foundation of China| Fundamental Research Funds for the Central Universities
Authorized Equality Test on Identity-Based Ciphertexts for Secret Data Sharing via Cloud Storage,2019,National Natural Science Foundation of China| Graduate Student Overseas Study Program of South China Agricultural University| Guangdong Natural Science Funds for Distinguished Young Scholar| Pearl River Nova Program of Guangzhou| Guangdong Program for Special Support of Top-Notch Young Professionals
Improving Security and Privacy Attribute Based Data Sharing in Cloud Computing,2020,National Natural Science Foundation of China| Key Research Project of Shaanxi Province| National Crypto-graphy Development Fund
Semantic definition and matching for implementing national spatial data infrastructures,2016,TÜBİTAK
A Novel Revocable and Identity-Based Conditional Proxy Re-Encryption Scheme With Ciphertext Evolution for Secure Cloud Data Sharing,2021,"National Research Foundation of Korea (NRF) Grant| National Natural Science Foundation of China| Korean Government| KETEP, Korean Government, Ministry of Trade, Industry, and Energy"
EATIS - Exploring the components of open data ecosystems: a systematic mapping study,2020,"Departamento Administrativo de Ciencia, Tecnología e Innovación (COLCIENCIAS)"
Paying with your personal data: the insensitivity of private information provision to asymmetric benefits,2021,Deutsche Forschungsgemeinschaft| Universität zu Köln| deutsche forschungsgemeinschaft
Geospatial IoT—The Need for Event-Driven Architectures in Contemporary Spatial Data Infrastructures,2018,Horizon 2020 Framework Programme| Deutsche Forschungsgemeinschaft| Bundesministerium für Bildung und Forschung| Bundesministerium für Verkehr und Digitale Infrastruktur
Data sharing to inform school-based asthma services.,2013,NCCDPHP CDC HHS
Legal assessment tool (LAT): an interactive tool to address privacy and data protection issues for data sharing,2016,Directorate-General for Research and Innovation
Characteristics of available studies and dissemination of research using major clinical data sharing platforms.,2021,NIAAA NIH HHS| FDA HHS| AHRQ HHS
Does open data boost journal impact: evidence from Chinese economics.,2021,National Natural Science Foundation of China| ISTIC-CLARIVATE Analytics Joint Laboratory for Scientometrics
A systematic review of barriers to data sharing in public health,2014,NIGMS NIH HHS| Wellcome Trust
GDPR-Compliant Personal Data Management: A Blockchain-Based Solution,2020,Imperial College London
Requirements of an Open Data Based Business Ecosystem,2014,"National Strategic Research Project, Open Data End-user Programming funded by the Finnish Funding Agency for Technology and Innovation and the VTT Technical Research Centre of Finland"
Is Blockchain a Suitable Technology for Ensuring the Integrity of Data Shared by Lighting and Other Building Systemsƒ,2020,Battelle
DG.O - Assessing the Open Data Maturity of Government Agencies Having Different Years of Implementation Experience: A Study in Taiwan,2020,"The Ministry of Science and Technology, Taiwan"
A secure data sharing scheme with cheating detection based on Chaum-Pedersen protocol for cloud storage,2019,"National Natural Science Foundation of China| the Foundation of State Key Laboratory of Information Security, China| the Doctoral Scientific Fund Project of Shaanxi University of Science & Technology, China| the Fundamental Research Funds for the Central Universities, China| the Scientific Research Program Funded by Shaanxi Provincial Education Department, China| the Research Fund for International Young Scientists, China| the Provincial Natural Science Foundation Research Project of Shaanxi, China| the National Key R&D Program of China| National Cryptography Development Fund for the 13th Five- Year Plan, China"
EFADS: Efficient  flexible and anonymous data sharing protocol for cloud computing with proxy re-encryption,2014,SRF| Program for Zhejiang Leading Team of Science and Technology Innovation| Science and Technology Project of Zhejiang Province| NFSC program| China 973 program| NFSZJ
Towards Healthcare Data Sharing: An e-Health Integration Effort in Indonesian District,2021,Ministry of Research and Technology of Indonesia
A Flexible Privacy-Preserving Data Sharing Scheme in Cloud-Assisted IoT,2020,National Natural Science Foundation of China| Science and Technology Key Projects of Changsha City| Natural Science Foundation of Hunan Province| China Postdoctoral Science Foundation| National Key Research and Development Program of China| Science and Technology Key Projects of Hunan Province
Open Data for Clinical Pharmacology.,2020,FDA HHS| NIH HHS
Enabling Identity-Based Integrity Auditing and Data Sharing With Sensitive Information Hiding for Secure Cloud Storage,2019,Anhui University| National Natural Science Foundation of China| Chinese Academy of Sciences| National Cryptography Development Fund of China
AIES - Measuring Lay Reactions to Personal Data Markets,2021,ETH Zurich Center for Law and Economics
ACM Multimedia - Harnessing Big Personal Data  with Scrutable User Modelling for Privacy and Control,2015,"Human Centred Technology Priority Cluster, at the University of Sydney, Australia"
From linked open data to molecular interaction: studying selectivity trends for ligands of the human serotonin and dopamine transporter.,2016,Austrian Science Fund FWF
Secure and Efficient Data Sharing in Dynamic Vehicular Networks,2020,National Natural Science Foundation of China| Foundation of State Key Laboratory of Cryptology| Opening Project of Shanghai Trusted Industrial Control Platform| Peng Cheng Laboratory Project of Guangdong Province| CICAEET Fund| Natural Science Foundation of Jiangsu Province| PAPD Fund| Foundation of Henan Key Laboratory of Network Cryptography Technology
Open Data Consumption Through the Generation of Disposable Web APIs,2021,Spanish Ministry of Science Innovation and Universities| Consejo Social of University of Alicante| Generalitat Valenciana and the European Social Fund| Rey Juan Carlos University
How Much Would You Pay for a Satellite Image?: Lessons Learned From French Spatial-Data Infrastructure,2020,The OPenIG association| The French CNES TOSCA program| The CNRS-L| The ANR-10-EQPX-20 project of the Investissements dAvenir program
Blockchain-based Data Sharing System for Sensing-as-a-Service in Smart Cities,2021,National Natural Science Foundation of China| Natural Science Foundation of Hubei Province of China
MobiSys - Video: Open data kit tables,2014,Division of Graduate Education| Division of Information and Intelligent Systems
MOCO - Touching Data Through Personal Devices: Engaging Somatic Practice and Haptic Design in Felt Experiences of Personal Data,2016,Arizona State University
GDPR Compliance Assessment for Cross-Border Personal Data Transfers in Android Apps,2021,"Escuela Politécnica Nacional| Universidad Politécnica de Madrid through the V-PRICIT Research Programme, Apoyo a la Realización de PROYECTOS de I+D Para Jóvenes Investigadores UPM-CAM| Comunidad de Madrid through the CLIIP Project"
Ethical and practical issues to consider in the governance of genomic and human research data and data sharing in South Africa: a meeting report.,2019,Wellcome Trust| NHGRI NIH HHS
SMSociety - 'My Data  My Bad ...': Young People's Personal Data Understandings and (Counter)Practices,2017,auDA Foundation
Functional anonymisation: Personal data and the data environment,2018,Simons Foundation| EPSRC project SOCIAM
ICAIL - Linking legal open data: breaking the accessibility and language barrier in european legislation and case law,2015,European Community
ENIGMA MDD: seven years of global neuroimaging studies of major depression through worldwide data sharing,2020,Wellcome Trust| NIMH NIH HHS| Medical Research Council| Department of Health | National Health and Medical Research Council (NHMRC)| NCRR NIH HHS| NCCIH NIH HHS| NIBIB NIH HHS
Equitable data sharing in epidemics and pandemics.,2021,Wellcome Trust| University of Melbourne
A Blockchain-Based Auto Insurance Data Sharing Scheme,2021,Sichuan Science and Technology Program
Case Study: Indigenous Knowledge and Data Sharing,2017,International Development Research Centre
A multi-criteria method for assessment of spatial data infrastructure effectiveness,2017,University of Warmia and Mazury in Olsztyn
UrbanGIS@SIGSPATIAL - Rapid development of semantic 3D city models for urban energy analysis based on free and open data sources and software,2017,German Federal Ministry for Economic Affairs and Energy
Secure Data Sharing and Customized Services for Intelligent Transportation Based on a Consortium Blockchain,2020,National Natural Science Foundation of China| Natural Science Foundation of Jiangxi Province| Innovation Fund for Graduate Students in Jiangxi Province| Scientific Research Plan Projects of Jiangxi Education Department
SeShare: Secure cloud data sharing based on blockchain and public auditing,2017,National Natural Science Foundation of China| Six Talent Peaks Project in Jiangsu Province
Open Data for Open Innovation: An Analysis of Literature Characteristics,2019,Spanish Ministry of Economy and Competitiveness
Placement delivery array design for the coded caching scheme in medical data sharing,2019,Open Foundation of Xiamen Key Laboratory of Mobile Multimedia Communications| National Natural Science Foundation of China
The Use of Spatial Data Infrastructure in Environmental Management:an Example from the Spatial Planning Practice in Poland,2016,"the Faculty of Geodesy and Land Management, University of Warmia and Mazury in Olsztyn, Poland"
The Finnish Biodiversity Information Facility as a best-practice model for biodiversity data infrastructures.,2021,Academy of Finland (Suomen Akatemia)| European Commission (EC)
The Bermuda Triangle: The Pragmatics  Policies  and Principles for Data Sharing in the History of the Human Genome Project.,2018,NCI NIH HHS| National Human Genome Research Institute (US)| Wellcome Trust| NHGRI NIH HHS
A New User-controlled and Efficient Encrypted Data Sharing Model in Cloud Storage,2019,Foundation for Distinguished Young Talents in Higher Education of Guangdong| National Natural Science Foundation of China
SACMAT - Enabling Data Sharing in Contextual Environments: Policy Representation and Analysis,2017,Engineering and Physical Sciences Research Council| Seventh Framework Programme
A Visualization Interface to Improve the Transparency of Collected Personal Data on the Internet,2021,"German Federal Ministry of Education and Research| Hessen State Ministry for Higher Education, Research| National Research Center for Applied Cybersecurity ATHENE"
Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines,2021,Canadian Cancer Genome Collaboratory| Horizon 2020 Framework Programme| US National Science Foundation| Royal Irish Academy
Re-identification of individuals in genomic data-sharing beacons via allele inference,2018,European Union’s Horizon 2020| Marie Skłodowska-Curie
Cloud based data sharing with fine-grained proxy re-encryption,2016,National Natural Science Foundation of China| National Institute of Information and Communications Technology
A Survey of Open Data Platforms in Six UK Smart City Initiatives,2018,European Regional Development Fund| Birmingham City University
Dynamic Encrypted Data Sharing Scheme Based on Conditional Proxy Broadcast Re-Encryption for Cloud Storage,2017,National Natural Science Foundation of China| Science and Technology Project of Fujian Education Department of China
Viscous Open Data: The Roles of Intermediaries in an Open Data Ecosystem,2015,International Development Research Centre
Data sharing policy design for consortia: challenges for sustainability.,2014,Wellcome Trust
IDEAS - Enriching Mobility Data with Linked Open Data,2016,Conselho Nacional de Desenvolvimento Cientifico e Tecnologico
Open data exploration in virtual reality: a comparative study of input technology,2019,Stiftelsen för Kunskaps- och Kompetensutveckling
Sweat  Skepticism  and Uncharted Territory: A Qualitative Study of Opinions on Data Sharing Among Public Health Researchers and Research Participants in Mumbai  India.,2015,Wellcome Trust
On the Blockchain-Based Decentralized Data Sharing for Event Based Encryption to Combat Adversarial Attacks,2021,National Nuclear Security Administration| U.S. Department of Homeland Security| National Science Foundation
An open data-driven approach for travel demand synthesis: an application to São Paulo,2021,Airbus Urban Mobility GmbH
Exposing the QCD Splitting Function with CMS Open Data.,2017,U.S. Department of Energy| Massachusetts Institute of Technology| National Science Foundation
Data-driven models in human neuroscience and neuroengineering,2019,Washington Research Foundation| Alfred P. Sloan Foundation| Defense Advanced Research Projects Agency| National Science Foundation
Model-Driven Development of Web APIs to Access Integrated Tabular Open Data,2020,"Generalitat Valenciana| National Foundation for Research, Technology and Development of the Spanish Ministry of Economy, Industry and Competitiveness"
The Cost(s) of Geospatial Open Data,2017,Geothink.ca| Social Sciences and Humanities Research Council of Canada
Unveiling the diversity of spatial data infrastructures in Latin America: evidence from an exploratory inquiry,2020,Pan-American Institute of Geography and History
Trust in farm data sharing: reflections on the EU code of conduct for agricultural data sharing,2020,H2020 Innovation In SMEs
CSCWD - Blockchain based Secure Data Sharing Model,2021,Natural Science Foundation of Inner Mongolia
Meta-Key: A Secure Data-Sharing Protocol under Blockchain-Based Decentralised Storage Architecture,2019,Shenzhen Key Lab Project| Shenzhen Municipal Development and Reform Commission
Data sharing in PredRet for accurate prediction of retention time: Application to plant food bioactive compounds.,2021,Nanyang Technological University| EU Framework Programme for Research and Innovation Marie Sklodowska-Curie Actions
Toward Secure Data Sharing for the IoV: A Quality-Driven Incentive Mechanism With On-Chain and Off-Chain Guarantees,2020,Natural Science Foundation of Guangdong Province| National Natural Science Foundation of China| National Key Research and Development Plan| Program for Guangdong Introducing Innovative and Entrepreneurial Teams
Very-High-Resolution SAR Images and Linked Open Data Analytics Based on Ontologies,2015,FP7 Project TELEIOS
Efficient subtree-based encryption for fuzzy-entity data sharing,2017,National Natural Science Foundation of China (CN)
Conference on Designing Interactive Systems - Exploring the Reflective Potentialities of Personal Data with Different Temporal Modalities: A Field Study of Olo Radio,2020,Canada Foundation for Innovation| Natural Sciences and Engineering Research Council of Canada| Social Sciences and Humanities Research Council of Canada
Genes wide open: Data sharing and the social gradient of genomic privacy.,2018,Swiss National Foundation
The MNI data-sharing and processing ecosystem.,2015,"), Compute Canada| NIH| Irving Ludmer Family Foundation| CANARIE"
PREHAB study: a protocol for a prospective randomised clinical trial of exercise therapy for people living with frailty having cancer surgery.,2018,University of Ottawa Anesthesia Research Grant| International Anesthesia Research Society
Open Data in Catalysis: From Today's Big Picture to the Future of Small Data,2020,Universiteit Gent
CSCW Companion - An Architecture for Social Sharing and Collaboration around Open Data Visualisations,2016,European Union's Horizon 2020
Electronic Regulation of Data Sharing and Processing Using Smart Ledger Technologies for Supply-Chain Security,2020,"Department of Culture, Media &amp; Sports| Cyber Security Academic Startups Accelerator Programme"
Impact of Real-Time CGM Data Sharing on Quality of Life in the Caregivers of Adults and Children with Type 1 Diabetes:,2020,Dexcom
iiWAS - Mobile e-services and open data in e-government processes: transforming citizen involvement,2015,Sense Smart City project
Dataclay: A distributed data store for effective inter-player data sharing,2017,Generalitat de Catalunya| Spanish Ministry of Science and Innovation
Enhancing Psychosis-Spectrum Nosology Through an International Data Sharing Initiative.,2018,CSRD VA| NIMH NIH HHS
Exploring personal data for public good research,2015,Robert Wood Johnson Foundation
Privacy and personal data collection with information externalities,2019,National Research Foundation
BAMboozle removes genetic variation from human sequence data for open data sharing.,2021,Knut och Alice Wallenbergs Stiftelse| Vetenskapsrådet| Göran Gustafssons Stiftelse för Naturvetenskaplig och Medicinsk Forskning| Vallee Foundation
The ethics of data sharing and biobanking in health research.,2020,Wellcome Trust| National Institutes of Health| Bill and Melinda Gates Foundation| Medical Research Council
Development Research at High Geographic Resolution: An Analysis of Night-Lights  Firms  and Poverty in India Using the SHRUG Open Data Platform,2021,"Department for International Development, UK Government| IGC"
Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,2019,Korean government| Electronics and Telecommunications Research Institute
A Smart Contract-Based Dynamic Consent Management System for Personal Data Usage under GDPR,2021,the MSIT (Ministry of Science and ICT) of the Korean Government
The governance of personal data for COVID-19 response: perspective from the Access to COVID-19 Tools Accelerator.,2021,KfW
iiWAS - The JRC multidisciplinary research data infrastructure,2017,Joint Research Centre
The process of open data publication and reuse,2018,"CEI Campus for Intelligent Energy, URJC| Spanish Ministry of Economy and Competitiveness"
Scalable Mobile Crowdsensing via Peer-to-Peer Data Sharing,2018,"National Natural Science Foundation of China| Singapore Ministry of Education Academic Research Fund Tier 2| University Grant Committee of the Hong Kong Special Administrative Region, China| General Research Funds"
Open data for democracy: Developing a theoretical framework for open data use,2017,Horizon 2020 - Research and Innovation Framework Programme
A Secure and Verifiable Data Sharing Scheme Based on Blockchain in Vehicular Social Networks,2020,National Natural Science Foundation of China| National 111 Program of China| Xi&#x0027;an Science and technology innovation plan| Natural Science Foundation of Shaanxi Province| Shaanxi Innovation Team Project| National Key R&amp;D Program of China
Pricing and personal data collection strategies of online platforms in the face of privacy concerns,2020,"National Natural Science Foundation of China| International Exchange Program for Graduate Students, Tongji University"
Spatial urban data system: a cloud-enabled big data infrastructure for social and economic urban analytics,2019,Economic and Social Research Council
Efficiently identifying closed roads by integrating and indexing open data,2021,Ministry of Science and Technology
A Classification-based Privacy-Preserving Decision-Making for Secure Data Sharing in Internet of Things Assisted Applications,2021,"King Abdulaziz University| Deanship of Scientific Research, King Saud University"
SmartBlock - Secure Data Sharing Through Untrusted Clouds with Blockchain-enhanced Key Management,2020,State Key Laboratory of Industrial Control Technology| National Natural Science Foundation of China
MEMSYS - Co-DIMM: Inter-Socket Data Sharing via a Common DIMM Channel,2016,National Natural Science Foundation of China| Strategic Priority Research Program of Chinese Academy of Sciences| National Key Technologies Research and Development Program of China
A study protocol of qualitative data sharing practices in clinical trials in the UK and Ireland: towards the production of good practice guidance.,2021,Medical Research Council
Next Generation Data Infrastructures: Towards an Extendable Model of the Asset Management Data Infrastructure as Complex Adaptive System,2019,Rijkswaterstaat
Data-sharing markets for integrating IoT data processing functionalities,2021,Projekt DEAL
"IDC - ""It's your private information. it's your life."": young people's views of personal data use by online technologies",2020,Engineering and Physical Sciences Research Council
Promoting FAIR Data Through Community-driven Agile Design: the Open Data Commons for Spinal Cord Injury (odc-sci.org).,2021,Wings for Life| NIH HHS| U.S. Department of Veterans Affairs| U.S. Department of Veterans Affairs (US)| National Institutes of Health (US)| International Neuroinformatics Coordinating Facility| Craig H. Neilsen Foundation
The Privacy and Security Implications of Open Data in Healthcare.,2018,Medical Research Council
Medical Imaging: Biomedical Applications in Molecular  Structural  and Functional Imaging - Federating heterogeneous datasets to enhance data sharing and experiment reproducibility,2017,NIDCR NIH HHS| NIBIB NIH HHS
Community-led data collection using Open Data Kit for surveillance of animal African trypanosomiasis in Shimba hills  Kenya.,2019,Regional Universities Forum for Capacity Building in Agriculture (RUFORUM) grant award
ICEGOV - How to Create Public Value Through Open Data Driven Co-Creation: A Survey of the Literature,2018,Insight Centre for Data Analytics
The challenges of personalized pricing to competition and personal data protection law,2021,Human Legal and Ethical Aspects of Cybersecurity| The Slovak Research and Development Agency
Blockchain for Secure and Efficient Data Sharing in Vehicular Edge Computing and Networks,2019,Projects funded by the Research Council of Norway| National Natural Science Foundation of China| Science and Technology Program of Guangdong Province
Linked Open Data Query Based on Natural Language,2017,Natural Science Foundation of Beijing Municipality
Life and bladder cancer: protocol for a longitudinal and cross-sectional patient-reported outcomes study of Yorkshire (UK) patients.,2019,Yorkshire Cancer Research
ESCORT: Fine-Grained Urban Crime Risk Inference Leveraging Heterogeneous Open Data,2021,Ten Thousand Talent Program of Zhejiang Province| US National Science Foundation
The possibilities and limitations of applying ‘open data’ principles in schools,2016,Spencer Foundation
Trust  Identity  Privacy  and Security Considerations for Designing a Peer Data Sharing Platform Between People Living With HIV,2020,EPSRC
Turning the Tide of Data Sharing.,2019,National Institutes of Health (US)| NINDS NIH HHS| NIMH NIH HHS| NIH HHS
AsiaCCS - Measuring the Impact of the GDPR on Data Sharing in Ad Networks,2020,Ministry of Culture and Science of the State of North Rhine-Westphalia
A secure  efficient and verifiable multimedia data sharing scheme in fog networking system,2020,National Natural Science Foundation of China| Natural Science Research of Jiangsu Higher Education Institutions of China
DG.O - A Chatbot for Searching and Exploring Open Data: Implementation and Evaluation in E-Government,2021,Ministerio de Ciencia e Innovación| Centro de Estudios Andaluces
Researchers' attitudes and perceptions towards data sharing and data reuse in the field of food science and technology,2020,"Ministerio de Ciencia, Innovación y Universidades"
Efficient Multiway Relaying for Data Sharing in Energy Harvesting Sensor Networks,2015,Alberta Innovates Technology Futures
Developing Ethical Practices for Public Health Research Data Sharing in South Africa: The Views and Experiences From a Diverse Sample of Research Stakeholders.,2015,Wellcome Trust
Between “the best way to deliver patient care” and “chaos and low clinical value”: General Practitioners’ and Practice Managers’ views on data sharing,2017,Department of Health
SEC - BEAF: A Blockchain and Edge Assistant Framework with Data Sharing for IoT Networks,2020,Fundamental Research Funds for the Central Universities| Jiangsu Planned Projects for Postdoctoral Research Funds
Open data governance: civic hacking movement  topics and opinions in digital space,2020,Università degli Studi G. D'Annunzio Chieti Pescara
SIGCSE - A Middle-School Module for Introducing Data-Mining  Big-Data  Ethics and Privacy Using RapidMiner and a Hollywood Theme,2018,Google IgniteCS| NSA GenCyber
Fine-Grained and Controllably Editable Data Sharing With Accountability in Cloud Storage,2021,National Natural Science Foundation of China| the young talent promotion project of Fujian Science and Technology Association| Shandong Provincial Key Research and Development Program of China| Shanghai Innovation Action Project| National Key Research and Development Program of China| Shanghai Science and Technology Development Funds
Change-Aware Scheduling for Effectively Updating Linked Open Data Caches,2018,"MIST (Ministry of Science and ICT), South Korea, through the National Program for Excellence in SW| IITP (Institute for Information & communications Technology Promotion)| ITRC (Information Technology Research Center) Support Program| National Research Foundation of Korea"
Quality of Metadata in Open Data Portals,2021,Regional Government of Andalusia| Regional Government of Aragon
"What does it mean for a data subject to make their personal data ""manifestly public""? An analysis of GDPR Article 9(2)(e)",2021,Engineering and Physical Sciences Research Council
SPrank: Semantic Path-Based Ranking for Top- N Recommendations Using Linked Open Data,2016,ASK-Health| VINCENTE
Semantic representation of scientific literature: bringing claims  contributions and named entities onto the Linked Open Data cloud,2015,NSERC Discovery Grant
Neuroimaging  Genetics  and Clinical Data Sharing in Python Using the CubicWeb Framework,2017,Medical Research Council
Data sharing in psychology.,2018,NIDA NIH HHS| KOPAR
Optimization of privacy-utility trade-offs under informational self-determination,2020,European Community’s H2020 Program
Secure Health Data Sharing for Medical Cyber-Physical Systems for the Healthcare 4.0,2020,"Open Research Project of the State Key Laboratory of Industrial Control Technology, Zhejiang University, China| National Natural Science Foundation of China"
Data sharing revolution: adventurism  utopia or reality?,2017,German Federal Ministry of Health
A Secure Anti-Collusion Data Sharing Scheme for Dynamic Groups in the Cloud,2016,National Natural Science Foundation of China| Information Network Security of Ministry of Public Security
Cyber-Enabled Well-Being Oriented Daily Living Support Based on Personal Data Analysis,2020,Waseda University| Masaru Ibuka Foundation
Technology and Dis/Organization: Digital data infrastructures as partial connections:,2021,VELUX FONDEN and VILLUM FONDEN
Deep learning-based aerial image segmentation with open data for disaster impact assessment,2021,University of Manchester
CCGRID - Privacy-Aware and Context-Sensitive Access Control for Opportunistic Data Sharing,2021,European Regional Development Fund| Interreg| National Science Foundation
A data sharing method in the open web environment: Data sharing in hydrology,2020,Priority Academic Program Development of Jiangsu Higher Education Institutions| Natural Science Foundation of China| State Key Laboratory of Lake Science and Environment| NSF for Excellent Young Scholars of China| Nanjing Institute of Geography and Limnology
ICS - PDAS: A Digital-Signature-Based Authorization Platform for Digital Personal Data,2020,Industrial Technology Research Institute
Perceived Benefits  Harms  and Views About How to Share Data Responsibly A Qualitative Study of Experiences With and Attitudes Toward Data Sharing Among Research Staff and Community Representatives in Thailand,2015,Wellcome Trust
Automated Quality Assessment of Metadata across Open Data Portals,2016,Austrian Research Promotion Agency| ADEQUATe
Construction of College Students’ Physical Health Data Sharing System Based on Django Framework,2021,2018 Tianjin Philosophy and Social Science Planning Funding Project
Federated Learning Meets Blockchain: State Channel based Distributed Data Sharing Trust Supervision Mechanism,2021,National Key R and D Program of China
Adding value to Linked Open Data using a multidimensional model approach based on the RDF Data Cube vocabulary,2020,Spanish Ministry of Science
CIKM - A Semantic Data Marketplace for Easy Data Sharing within a Smart City,2021,Gefördert durch das Land Nordrhein-Westfalen
Personal Data Protection in Russia,2020,University of Helsinki
Ethical principles for promoting health research data sharing with sub-Saharan Africa,2019,Basel-Stadt Commission for Scholarships for Young Professionals from Developing Countries| Swiss Tropical and Public Health Institute
The Willingness to Sell Personal Data,2018,Handelsblatt Research Institute
Quantifying the Impact of Data Sharing on Outbreak Dynamics (QIDSOD),2020,University of Virginia
Improved spatial ecological sampling using open data and standardization: an example from malaria mosquito surveillance,2019,Medical Research Council
Current practices and infrastructure for open data based research on occupant-centric design and operation of buildings,2020,Energistyrelsen| Natural Sciences and Engineering Research Council of Canada| National Science Foundation| Australian Research Council
Framework for Prioritization of Open Data Publication: An Application to Smart Cities,2021,Consejer&#x00ED;a de Econom&#x00ED;a e Infraestructuras/Junta de Extremadura (Spain) - European Regional Development Fund| POCTEP 4IE| Ministerio de Econom&#x00ED;a e Innovaci&#x00F3;n
MedShare: A Privacy-Preserving Medical Data Sharing System by Using Blockchain,2021,National Natural Science Foundation of China| NationalKeyRDProgramofChina| Fundamental Research Funds for the Central Universities| Innovation and Technology Commission of Hong Kong under ITF Project| Shenzhen Municipality Science and Technology Innovation Commission| Research Grants Council of Hong Kong under GRF projects CityU
Data Combination for Problem-Solving: A Case of an Open Data Exchange Platform,2021,Japan Society for the Promotion of Science| Artificial Intelligence Research Promotion Foundation
Development of State Spatial Data Infrastructure (SSDI): Indian Experience,2018,Indian Institute of Technology Bombay
A Distributed Publisher-Driven Secure Data Sharing Scheme for Information-Centric IoT,2017,Japan Society for the Promotion of Science Grant-in-Aid for Young Scientists
A Secure Flexible and Tampering-Resistant Data Sharing System for Vehicular Social Networks,2020,International Scientific and Technological Innovation Cooperation| National Cryptography Development Fund
DG.O - Open Data Portals Development in City Councils. An Empirical Analysis based on Structural Factors in Spain,2021,Spanish Ministry of Science and Innovation
High-quality science requires high-quality open data infrastructure,2018,Biotechnology and Biological Sciences Research Council
DG.O - An instrument for evaluating open data portals: a case study in Brazilian cities,2018,CAPES Brazilian Ministry of Education
RSU-Assisted Adaptive Scheduling for Vehicle-to-Vehicle Data Sharing in Bidirectional Road Scenarios,2021,Venture and Innovation Support Program for Chongqing Overseas Returnees| Global Research Laboratory Program| National Natural Science Foundation of China| Daegu Gyeongbuk Institute of Science and Technology (DGIST) Research and Development Program of the Ministry of Science and ICT
Forward and backward secure fuzzy encryption for data sharing in cloud computing,2017,the National Nature Science Foundation of China
Trust in open data applications through transparency,2020,German Society for Online Research
ICDM (Workshops) - TrustedChain: A Blockchain-based Data Sharing Scheme for Supply Chain,2020,Natural Science Foundation of Guangdong Province| National Natural Science Foundation of China
GCCE - Approach of a Japanese Co-Occurrence Words Collection Method for Construction of Linked Open Data for COVID-19,2020,Okayama University
Effective Data Sharing as a Conduit for Advancing Medical Product Development,2021,FDA HHS
WI - How does the size of a document affect linked open data user modeling strategies,2017,"Departamento Administrativo de Ciencia, Tecnología e Innovación (COLCIENCIAS)"
Global eye health and the sustainable development goals: protocol for a scoping review,2020,Wellcome Trust
Prevalence and geographical variation of dementia in New Zealand from 2012 to 2015: Brief report utilising routinely collected data within the Integrated Data Infrastructure.,2020,Biotechnology and Biological Sciences Research Council| Medical Research Council Supplementary Travel Grant| Alzheimer Scotland| Medical Research Council (MRC) UK
DG.O - Open data to solve societal issues: workshop,2015,European Commission (ROUTE-TO-PA Project)
A proxy broadcast re-encryption for cloud data sharing,2017,National Natural Science Foundation of China| National Natural Science Foundation of China (CN)
CHI Extended Abstracts - The Living Net: A Haptic Experience of Personal Data,2017,"Institute for Humanities Research, Arizona State University| Herberger Institute for Design and the Arts, Arizona State University"
The stock-flow model of spatial data infrastructure development refined by fuzzy logic,2016,"Erasmus Mundus, Action 2"
Secure Data Sharing with Efficient Key Update for Industrial Cloud-based Access Control,2021,Sirindhorn International Institute of Technology Thammasat University
Reconciling Remote Sensing Technologies with Personal Data and Privacy Protection in the European Union: Recent Developments in Greek Legislation and Application Perspectives in Environmental Law,2021,European Social Fund
AsiaCCS - Efficient Multi-Function Data Sharing and Searching Mechanism for Cloud-Based Encrypted Data,2016,Japan Society for the Promotion of Science| COST Action| National Natural Science Foundation of China| privacy-aware retrieval and modelling of genomic data Academy of Finland
South Pole Utilities and Data InfraStructure (SPUDIS) on the Moon,2021,Jet Propulsion Laboratory| National Aeronautics and Space Administration| California Institute of Technology
WSDM - Generating Illustrative Snippets for Open Data on the Web,2017,National Natural Science Foundation of China| Ministry of Science and Technology of the People's Republic of China
Secure and Membership-Based Data Sharing Scheme in V2G Networks,2018,National Natural Science Foundation of China| Open Research Project of The Hubei Key Laboratory of Intelligent Geo-Information Processing| Fund of Hubei Key Laboratory of Transportation Internet of Things
Clinical trial data transparency and GDPR compliance: Implications for data sharing and open innovation,2020,Novo Nordisk Foundation
