title,year published,funders
South Pole Utilities and Data InfraStructure (SPUDIS) on the Moon,2021,National Aeronautics and Space Administration| Jet Propulsion Laboratory| California Institute of Technology
WSDM - Generating Illustrative Snippets for Open Data on the Web,2017,Ministry of Science and Technology of the People's Republic of China| National Natural Science Foundation of China
HonestChain: Consortium blockchain for protected data sharing in health information systems,2021,National Science Foundation
Cross-Department Secures Data Sharing in Food Industry via Blockchain-Cloud Fusion Scheme,2021,National Key R&D Program of China
Secure and Membership-Based Data Sharing Scheme in V2G Networks,2018,Open Research Project of The Hubei Key Laboratory of Intelligent Geo-Information Processing| National Natural Science Foundation of China| Fund of Hubei Key Laboratory of Transportation Internet of Things
Compartir los recursos útiles para la investigación: datos abiertos (open data),2021,Ministerio de Economía y Competitividad
Estimating exposure of residential assets to natural hazards in Europe using open data,2019,Horizon 2020
GROUP - Help Me Help You: Shared Reflection for Personal Data,2016,Natural Sciences and Engineering Research Council of Canada
Clinical trial data transparency and GDPR compliance: Implications for data sharing and open innovation,2020,Novo Nordisk Foundation
Knowledge and Practice of Patients' Data Sharing and Confidentiality Among Nurses in Jordan,2020,FIC NIH HHS
Data Ethics Decision Aid (DEDA): a dialogical framework for ethical inquiry of AI and data projects in the Netherlands,2021,Projekt DEAL
The effect of ad integration and interactivity on young teenagers’ memory  brand attitude and personal data sharing,2019,Agentschap Innoveren en Ondernemen
Assessment and benchmarking of spatially enabled RDF stores for the next generation of spatial data infrastructure,2019,China Scholarship Council| Lunds Universitet
Data sharing and the evolving role of statisticians.,2016,Medical Research Council
Clustering-based privacy preserving anonymity approach for table data sharing,2019,Guidelines for the Application of Big Data in Housing&Urban-Rural Development areas
Community Safety Well-Being and Touristic Spots: A Model Proposal to Correlate Safe Places and Touristic Spots Based in Open Data,2020,Nova
SIGMOD Conference - Querying Shared Data with Security Heterogeneity,2020,ERC| EPSRC| Royal Society Wolfson Research Merit Award
Secure Data Deduplication And Sharing Method Based On UMLE And CP-ABE,2021,National key research and development plan of China
Effects of high-load and low-load resistance training in patients with coronary artery disease: rationale and design of a randomised controlled clinical trial.,2021,Javna Agencija za Raziskovalno Dejavnost RS
Large-scale regulatory and signaling network assembly through linked open data,2021,National Research Agency| SyMeTRIC Connect Talent project
FinBIF: An all-embracing  integrated  cross-sectoral biodiversity data infrastructure,2019,Suomen Akatemia
Data Publications Correlate with Citation Impact.,2016,Seventh Framework Programme| Instituo Cajal
‘Honestly no  I’ve never looked at it’: teachers’ understandings and practices related to students’ personal data in digitised health and physical education,2021,Australian Research Council
Blood  Sweat  and Tears: Navigating Creepy versus Cool in Wearable Biotech,2018,City University of New York
The EBI RDF Platform: Linked Open Data for the Life Sciences,2014,NHGRI NIH HHS| Biotechnology and Biological Sciences Research Council
A Mixed-Methods Investigation into Barriers for Sharing Geospatial and Resilience Flood Data in the UK,2021,Flood Re
Badges for sharing data and code at Biostatistics: an observational study.,2018,Queensland University of Technology
Framework for the Development of Planetary Spatial Data Infrastructures: A Europa Case Study,2018,National Aeronautics and Space Administration
Digital Watermarking for Anonymized Data With Low Information Loss,2021,"National Institute of Information and Communications Technology (NICT), Japan"
Data Sharing and Reproducibility of Results-Does It Matter for HIV Nursing?,2020,NIAID NIH HHS
Physical unclonable functions based secret keys scheme for securing big data infrastructure communication,2019,National Natural Science Foundation of China| Central Universities
Ten Simple Rules to Enable Multi-site Collaborations through Data Sharing,2017,NCRR NIH HHS| NCATS NIH HHS| NIGMS NIH HHS
Open PFLOW: Creation and evaluation of an open dataset for typical people mass movement in urban areas,2017,Japan Society for the Promotion of Science (JSPS)
Data sharing to improve concordance in variant interpretation across laboratories: results from the Canadian Open Genetics Repository,2021,NHGRI NIH HHS
A Secure Content Sharing Scheme Based on Blockchain in Vehicular Named Data Networks,2020,Key Laboratory of Embedded System and Service Computing| Xidian University| National Natural Science Foundation of China| Key Research and Development Plan of Shaanxi Province| Xi&#x2019;an Key Laboratory of Mobile Edge Computing and Security| National Basic Research Program of China (973 Program)
Regional development potentials of Industry 4.0: Open data indicators of the Industry 4.0+ model.,2021,"Nemzeti Kutatási, Fejlesztési és Innovaciós Alap| European Social Fund"
A continuous reverse skyline query processing scheme for multimedia data sharing in mobile environments,2017,"Ministry of Science, ICT and Future Planning"
CHIIR - Challenges and Supports for Accessing Open Government Datasets: Data Guide for Better Open Data Access and Uses,2019,Ministry of Science and Technology Taiwan
On the regulation of personal data distribution in online advertising platforms,2019,"Escuela Politécnica Nacional, Ecuador| MINECO, Spain| Spanish Ministry of Economy and Competitiveness (MINECO), Spain| European Commission"
Examining data protection enforcement actions through qualitative interviews and data exploration,2018,"University College, University of Oxford"
Comparison of a progestin-primed ovarian stimulation protocol with a flexible GnRH antagonist protocol in patients with polycystic ovary syndrome who are participating in an IVF programme: study protocol for a randomised controlled trial.,2020,shanghai ninth people's hospital affiliated to jiaotong University school of medicine
Analyzing large Alzheimer's disease cognitive datasets: Considerations and challenges.,2020,Medical Research Council
Human Connectome Project informatics: quality control  database services  and data visualization.,2013,NIMH NIH HHS| NIGMS NIH HHS| NIBIB NIH HHS
A visualization and data-sharing tool for ecosystem service maps: Lessons learnt  challenges and the way forward,2015,European Union under the 10th EDF for the BIOPAMA (Biodiversity and Protected Areas Management)
"Towards a Topological Re-Assemblage of Education Policy? Observing the Implementation of Performance Data Infrastructures and ""Centers of Calculation"" in Germany.",2017,Deutsche Forschungsgemeinschaft| VolkswagenStiftung
Structural Holes in the Multi-Sided Market: A Market Allocation Structure Analysis of China’s Car-Hailing Platform in the Context of Open Innovation,2019,National Natural Science Foundation of China
Asylum seekers' and Refugees' Changing Health (ARCH) study protocol: an observational study in Lebanon and Denmark to assess health implications of long-distance migration on communicable and non-communicable diseases and mental health.,2020,The A.P. Møller Foundation| The Danish Institute in Damascus
Privacy Analysis on Microblogging Online Social Networks: A Survey,2019,"FEDER, and the Erasmus+ Program| Spanish Ministry of Economy and Competitiveness"
The Deep-Time Digital Earth program: data-driven discovery in geosciences.,2021,National Key Research and Development Program of China| National Natural Science Foundation of China
Data Governance in the Dairy Industry.,2021,Food and Agriculture Cyberinformatics and Tools from the USDA National Institute of Food and Agriculture.
Open Government Data in Russia,2020,University of Helsinki
The landscape of archived studies in a social science data infrastructure: Investigating the ICPSR metadata records,2019,Ministry of Science and Technology
Reviewing innovative Earth observation solutions for filling science-policy gaps in hydrology,2014,GeoWOW| European Commission ‘‘Seventh Framework Program’| ACQWA
An ORAM-based privacy preserving data sharing scheme for cloud storage,2018,National Natural Science of China
myChEMBL: a virtual machine implementation of open data and cheminformatics tools,2013,Wellcome Trust
Efforts to retrieve individual participant data sets for use in a meta-analysis result in moderate data sharing but many data sets remain missing.,2017,Center for Effective Global Action (CEGA)’s Berkeley Initiative for Transparency in Social Sciences (BITSS)
BDSS-FA: A Blockchain-Based Data Security Sharing Platform With Fine-Grained Access Control,2020,CETC Key Laboratory of Aerospace Information Applications Found| National Natural Science Foundation of China| Young and Middle-Aged Backbone Teacher of Guangxi Colleges and Universities Found| Guangxi Collaborative Innovation Center of Cloud Computing and Big Data Found| Guangxi Key Laboratory of Cryptography and Information Security Found| Innovation Research Team of Guangxi Natural Science Foundation| Guangxi Innovation-Driven Development Project| Innovation Project of GUET Graduate Education
Hungary: A Case Study on Improving Access to Administrative Data in a Low-Trust Environment,2018,European Commission
Understanding the actual use of open data: Levels of engagement and how they are related,2021,State University of New York| University at Albany
Public health: Use open data to curb Zika virus.,2016,World Health Organization
Open Data Interface (ODI) for Secondary School Education,2021,Aalborg Universitet
Soliciting views of various communities on health research: a prelude to engagement in specific research projects.,2014,NCATS NIH HHS
Randomized deduplication with ownership management and data sharing in cloud storage,2020,Fundamental Research Funds for the Central Universities| National Natural Science Foundation of China| Scientific Research Plan Project of Education Department
Implementation evaluation of multiple complex early years interventions: an evaluation framework and study protocol.,2019,Big Lottery Fund
Model Driven Development Applied to Complex Event Processing for Near Real-Time Open Data.,2018,"Ministerio de Economía y Competitividad| Consejería de Economía e Infraestructuras, Junta de Extremadura| European Regional Development Fund"
Including Digital Sequence Data in the Nagoya Protocol Can Promote Data Sharing,2020,Wellcome Trust
Assessing the readiness of digital data infrastructure for opioid use disorder research,2020,NCATS NIH HHS| NIDA NIH HHS
Medical health data sharing scheme based on blockchain and attribute-based encryption,2021,National Natural Science Foundation of China| National Key Research and Development Program of China
Real-time Epidemic Forecasting: Challenges and Opportunities,2019,Medical Research Council
Transmission of paediatric respiratory syncytial virus and influenza in the wake of the COVID-19 pandemic.,2021,Wellcome Trust
Predicting the risk of asthma attacks in children  adolescents and adults: protocol for a machine learning algorithm derived from a primary care-based retrospective cohort.,2020,Medical Research Council
A study on the personal data processing and the UCPD: Focused on Italy  Germany and the UK:,2020,H2020 Marie Skłodowska-Curie Actions
The Brazilian Initiative on Precision Medicine (BIPMed): fostering genomic data-sharing of underrepresented populations.,2020,Governo Brasil (Brazilian Government)| Fundação de Amparo à Pesquisa do Estado de São Paulo (São Paulo Research Foundation)
CHI Extended Abstracts - My Life On Film,2016,Engineering and Physical Sciences Research Council
AMIA - Sharing my health data: a survey of data sharing preferences of healthy individuals.,2014,NHLBI NIH HHS
Population-based otoscopic and audiometric assessment of a birth cohort recruited for a pneumococcal vaccine trial 15-18 years earlier: a protocol.,2021,NCRR NIH HHS| NCATS NIH HHS
TEEM - Atmospheric physics group open data (GFA open data): meteorological data and tools for learning analytics,2014,Regional Government of Castile-Leon
KYChain: User-Controlled KYC Data Sharing and Certification.,2020,Engineering and Physical Sciences Research Council
A wellness study of 108 individuals using personal  dense  dynamic data clouds.,2017,NHGRI NIH HHS| NCI NIH HHS| NIEHS NIH HHS| NIGMS NIH HHS
Sharing by design: Data and decentralized commons,2015,NHGRI NIH HHS
European Electronic Personal Health Records initiatives and vulnerable migrants: A need for greater ethical  legal and social safeguards.,2019,European Commission
External Validation of a Thiopurine Monitoring Algorithm on the SONIC Clinical Trial Dataset.,2017,NIGMS NIH HHS| HSRD VA
A Circuity Temporal Analysis of Urban Street Networks Using Open Data: A Lisbon Case Study,2021,Fundação para a Ciência e a Tecnologia
‘Dudes Are Meant to be Tough as Nails’: The Complex Nexus Between Masculinities  Culture and Health Literacy From the Perspective of Young Aboriginal and Torres Strait Islander Males – Implications for Policy and Practice:,2020,Lowitja Institute
When is personalized advertising crossing personal boundaries? How type of information  data sharing  and personalized pricing influence consumer perceptions of personalized advertising,2021,University of Amsterdam
Flood and Inundation Forecasting in the Sparsely Gauged Transboundary Chenab River Basin Using Satellite Rain and Coupling Meteorological and Hydrological Models,2019,Public Works Research Institute
Acupuncture for stable angina pectoris: a systematic review protocol.,2018,"Department of Science and Technology, Ministry of Science and Technology| National Natural Science Foundation of China"
Role of a regulatory and governance framework in human biological materials and data sharing in National Biobanks: Case studies from Biobank Integrating Platform  Taiwan and the National Biorepository  Uganda.,2019,Medical Research Council| National Institutes of Health| Bill and Melinda Gates Foundation| Wellcome Trust
Bermuda 2.0 : reflections from Santa Cruz,2016,Wellcome Trust
WorldPop  open data for spatial demography,2017,NIAID NIH HHS| Wellcome Trust
Bodies of Data: Genomic Data and Bioscience Data Sharing,2011,NHGRI NIH HHS
The use of Big Data: A Russian perspective of personal data security,2017,National Research University Higher School of Economics| Russian Humanitarian Science Foundation
Precision Medicine: Improving health through high-resolution analysis of personal data.,2018,NHGRI NIH HHS| NICHD NIH HHS
Parental perspectives on consent for participation in large-scale  non-biological data repositories.,2016,"Alberta Centre for Child, Family and Community Research (CA)| Alberta Children's Hospital Research Institute (ACHRI)"
Parents' attitudes toward consent and data sharing in biobanks: A multisite experimental survey.,2018,NHGRI NIH HHS
The KOMPACT-P study: Knee Osteoarthritis Management with Physiotherapy informed by Acceptance and Commitment Therapy-Pilot study protocol,2020,University of Sydney| Western Sydney Local Health District
Class-Restricted Clustering and Microperturbation for Data Privacy,2013,NLM NIH HHS
Minimum Information about a Cardiac Electrophysiology Experiment (MICEE): Standardised reporting for model reproducibility  interoperability  and data sharing,2011,Medical Research Council| NIGMS NIH HHS| NHLBI NIH HHS| NHGRI NIH HHS| British Heart Foundation
The Project Data Sphere Initiative: Accelerating Cancer Research by Sharing Data,2015,NCI NIH HHS| NIGMS NIH HHS
Towards a global cancer knowledge network: dissecting the current international cancer genomic sequencing landscape.,2017,NCI NIH HHS
American Recovery and Reinvestment Act-comparative effectiveness research infrastructure investments: emerging data resources  tools and publications.,2014,AHRQ HHS
DataVault: A Data Storage Infrastructure for the Einstein Toolkit,2021,National Science Foundation
Is Sharing Datasets the Answer to the New Challenges of Reproductive Biology Research,2021,Ministerio de Ciencia e Innovación| CIBERONC
An open-data-driven agent-based model to simulate infectious disease outbreaks,2018,Fiosraigh Scholarship Program
Canadian clinical practice guidelines for the use of plant-based cannabis and cannabinoid-based products in the management of chronic non-cancer pain and co-occurring conditions: protocol for a systematic literature review.,2020,Canadian Institutes for Health Research
Sharing Heterogeneous Data: The National Database for Autism Research,2012,Intramural NIH HHS
Using Android and Open Data Kit Technology in Data Management for Research in Resource-Limited Settings in the Niger Delta Region of Nigeria: Cross-Sectional Household Survey.,2017,World Health Organization
Federated Aggregate Cohort Estimator (FACE),2013,NCATS NIH HHS
New tools for Content Innovation and data sharing: Enhancing reproducibility and rigor in biomechanics research.,2017,NIH
Demonstrating trustworthiness when collecting and sharing genomic data: public views across 22 countries.,2021,Wellcome Trust
The DISTANCE model for collaborative research: distributing analytic effort using scrambled data sets.,2018,NIDDK NIH HHS| NICHD NIH HHS
Institutions  infrastructures  and data friction – reforming secondary use of health data in Finland,2019,Economic and Social Research Council
SWI: A Semantic Web Interactive Gazetteer to support Linked Open Data,2016,CAPES
Assessment of the Space Heating and Domestic Hot Water Market in Europe—Open Data and Results,2019,Horizon 2020
Is informed consent broken,2011,NHGRI NIH HHS
American Association for Cancer Research Project Genomics Evidence Neoplasia Information Exchange: From Inception to First Data Release and Beyond—Lessons Learned and Member Institutions’ Perspectives,2018,NCATS NIH HHS| NCI NIH HHS| Howard Hughes Medical Institute
Patient-led data sharing for clinical bioinformatics research: USCDI and beyond.,2021,NIH HHS
Microbial resolution of whole genome shotgun and 16S amplicon metagenomic sequencing using publicly available NEON data,2020,NIEHS NIH HHS
From genomic databases to translation: a call to action,2011,Medical Research Council
Feasibility of digital footprint data for health analytics and services: an explorative pilot study,2016,Tekes
The Role of Data Type and Recipient in Individuals' Perspectives on Sharing Passively Collected Smartphone Data for Mental Health: Cross-Sectional Questionnaire Study.,2019,NCATS NIH HHS| NIMH NIH HHS
The Security Enhancement of Symmetric Key Crypto Mechanism based on Double Stage Secret Model,2020,research did not receive any specific grant
Environmental Health Tracking Rides the Open Data Wave.,2016,Intramural CDC HHS
Motivations  concerns and preferences of personal genome sequencing research participants: Baseline findings from the HealthSeq project,2015,NIMH NIH HHS| NIDDK NIH HHS| NHLBI NIH HHS| NIA NIH HHS| NCI NIH HHS
Data Sharing  Clinical Trials  and Biomarkers in Precision Oncology: Challenges  Opportunities  and Programs at the Department of Veterans Affairs.,2017,None
Transforming the Medical Subject Headings into Linked Data: Creating the Authorized Version of MeSH in RDF,2015,Intramural NIH HHS
Balancing Protection and Free Movement of Personal Data: The New European Union General Data Protection Regulation.,2019,The Clinical Effectiveness Research Group| Frontier Science and Technology Research Foundation| NordForsk| The Norwegian Research Council
Promoting scientific integrity through open science in health psychology: results of the Synergy Expert Meeting of the European health psychology society.,2020,"The National Science Centre, Poland| The Foundation for Polish Science"
Biometric data sharing in the wild: investigating the effects on online sports spectators,2017,UK Research Council| UK Digital Economy Programme
Balancing the local and the universal in maintaining ethical access to a genomics biobank,2017,Medical Research Council| Scottish Funding Council| Chief Scientist Office| Wellcome Trust
DG.O - A Personal Data Innovative Government Digital Service in Taiwan: Study of MyData services: A Personal Data Innovative Government Digital Service in Taiwan,2021,Ministry of Science and Technology
Privacy Policies for Apps Targeted Toward Youth: Descriptive Analysis of Readability.,2018,NHGRI NIH HHS
Transformations of Trust in Society: A Systematic Review of how Access to Big Data in Energy Systems Challenges Scandinavian Culture,2021,Horizon 2020 Marie Skłodowska-Curie Actions
Revisiting the privacy calculus: Why are consumers (really) willing to disclose personal data online?,2021,Foundation for Science and Technology
Stakeholder analysis of the governance framework of a national SDI dataset – whose needs are met in the buildings and address register of the Netherlands?,2018,Horizon 2020 research and innovation programme| H2020 European Research Council
Privacy of Clinical Research Subjects: An Integrative Literature Review.,2018,Finnish Cultural Foundation North Savo Regional Fund
Using home sensing technology to assess outcome and recovery after hip and knee replacement in the UK: the HEmiSPHERE study protocol,2018,Engineering and Physical Sciences Research Council
A bespoke mobile application for the longitudinal assessment of depression and mood during pregnancy: protocol of a feasibility study,2017,National Institute for Health Research| ADAPT Centre
Guidelines for the content and format of PET brain data in publications and archives: A consensus paper:,2020,Intramural NIH HHS| NCATS NIH HHS
Provably secure key-aggregate cryptosystems with auxiliary inputs for data sharing on the cloud,2019,National Natural Science Foundation of China| Qinglan Project of Jiangsu Province of China
Characterizing Data Ecosystems to Support Official Statistics with Open Mapping Data for Reporting on Sustainable Development Goals,2018,Swedish Research Council
Diabetes Prevention Education Program in a population with pre-diabetes in Nepal: a study protocol of a cluster randomised controlled trial (DiPEP).,2021,"Department of Public Health and Nursing, Faculty of Medicine and Health Sciences, Norwegian University of Science and Technology (NTNU), Trondheim, Norway"
Privacy preserving data sharing and analysis for edge-based architectures,2021,Horizon 2020 Framework Programme| H2020 Excellent Science
Universal formalism for data sharing and processing in clock comparison networks.,2020,European Metrology Programme for Innovation and Research| Horizon 2020
FAIR and open multilingual clinical trials in Wikidata and Wikipedia,2021,Wellcome Trust
OOS-SSS: An Efficient Online/Offline Subtree-Based Short Signature Scheme Using Chebyshev Chaotic Maps for Wireless Sensor Network,2020,"Ministry of Science and Technology (MOST), Taiwan"
Governance Through Privacy  Fairness  and Respect for Individuals,2016,Wellcome Trust
The challenge of COVID-19 has accelerated the use of new data-sharing technologies.,2020,NHLBI NIH HHS| NIA NIH HHS
Are we ready to share qualitative research data? Knowledge and preparedness among qualitative researchers  IRB Members  and data repository curators.,2020,NHGRI NIH HHS
DILS - Terminology Development Towards Harmonizing Multiple Clinical Neuroimaging Research Repositories,2015,NIMH NIH HHS| NCI NIH HHS| NIGMS NIH HHS| NIBIB NIH HHS
Fog-to-Cloud Computing for Farming: Low-Cost Technologies  Data Exchange  and Animal Welfare,2019,European Union H2020 Research and Innovation Program
Pairing Free Certified Common Asymmetric Group Key Agreement Protocol for Data Sharing Among Users with Different Access Rights.,2021,Vlaio
Data Sharing Advances Rare and Neglected Disease Clinical Research and Treatments.,2019,Wellcome Trust
Dualism in data protection: Balancing the right to personal data and the data property right,2019,Philosophy and Social Sciences Program of Anhui Province
Preliminary implementation of the real-time data sharing system based on RFM for EAST,2018,National Magnetic Confinement Fusion Science Program of China
Data management plans  the missing perspective,2017,NLM NIH HHS
Blockchain-Based Continuous Auditing for Dynamic Data Sharing in Autonomous Vehicular Networks,2021,China Postdoctoral Science Foundation| National Natural Science Foundation of China| National Key Research and Development Program of China| Great Wall Scholar Program
Technical note: Development and validation of an open data format for CT projection data,2015,NIBIB NIH HHS
Biometric System of Access to Information Resources,2020,Ministry of Education
A stream computing approach for live environmental models using a spatial data infrastructure with a waterlogging model case study,2019,"Nature Science Foundation Innovation Group Project of Hubei Province, China| Major State Research Development Program of China| National Natural Science Foundation of China| Hubei Provincial Natural Science Foundation of China"
CHI - Why Do You Need This?: Selective Disclosure of Data Among Citizen Scientists,2019,Engineering and Physical Sciences Research Council
Big data  open science and the brain: lessons learned from genomics,2014,NHGRI NIH HHS
Members of the public in the USA  UK  Canada and Australia expressing genetic exceptionalism say they are more willing to donate genomic data,2019,Wellcome Trust (Wellcome)| Wellcome Trust
Blockchain-Enhanced Data Sharing With Traceable and Direct Revocation in IIoT,2021,Japan Society for the Promotion of Science| Sichuan Provincial Science and Tech-nology Department Project| National Natural Science Foundation of China| Scientific Research
A Theory of Pricing Private Data,2014,European Research Council under the Webdam grant| NSF CNS-1012748| NSF CNS-0964094| NSF IIS-0915054 and NSF CCF-1047815
AFT: Adaptive and fault tolerant peer-to-peer overlay—A user-centric solution for data sharing,2018,Romanian National Authority for Scientific Research and Innovation
Low-Cost  Open-Source  and Low-Power: But What to Do With the Data?,2019,William Penn Foundation
Re‐identifiability of genomic data and the GDPR: Assessing the re‐identifiability of genomic data in light of the EU General Data Protection Regulation,2019,Fonds Wetenschappelijk Onderzoek
Quantitative risk assessment of storm surge using GIS techniques and open data: A case study of Daya Bay Zone  China.,2021,National Natural Science Foundation of China
Cloud-Based Federated Learning Implementation Across Medical Centers.,2021,NCATS NIH HHS| NCI NIH HHS| NIDDK NIH HHS
Ontology-based data acquisition model development for agricultural open data platforms and implementation of OWL2MVC tool,2020,Kadir Has University
ColoT: a consent and information assistant for the IoT,2020,CHIST-ERA| ANR
ClinGen advancing genomic data-sharing standards as a GA4GH driver project.,2018,NHGRI NIH HHS| NIH HHS| CIHR| Wellcome Trust
From Design Requirements to Effective Privacy Notifications: Empowering Users of Online Services to Make Informed Decisions,2021,PAPAYA| Marie-Skɫodowska Curie
Barriers to accessing public cancer genomic data.,2019,"St. Baldrick&apos;s Foundation (St. Baldrick&apos;s Foundation, Inc)| Howard Hughes Medical Institute (HHMI)"
Balancing Benefits and Risks of Immortal Data: Participants' Views of Open Consent in the Personal Genome Project.,2015,NIEHS NIH HHS
Vitamin D supplementation in the treatment of type 2 diabetic microangiopathy: A protocol for a systematic review and meta-analysis.,2020,the Science and Technology Program of Sichuan Province in 2019
Ageing-friendly cities for assessing older adults' decline: IoT-based system for continuous monitoring of frailty risks using smart city infrastructure.,2019,H2020 Societal Challenges
Development of an International Canine Spinal Cord Injury observational registry: a collaborative data-sharing network to optimize translational studies of SCI.,2018,NCATS NIH HHS
The design and practice of a semantic-enabled urban analytics data infrastructure,2020,Australian Research Council
Is smart scary? A mixed-methods study on privacy in smart tourism,2021,Engineering and Physical Sciences Research Council
A systematic method for building Internet of Agents applications based on the Linked Open Data approach,2019,"Ecuadorian Ministry of Higher Education, Science, Technology and InnovationEcuadorian Ministry of Higher Education, Science, Technology and Innovation (SENESCYT)"
Sharing data from clinical trials: the rationale for a controlled access approach.,2015,Medical Research Council
Heritage connector: A machine learning framework for building linked open data from museum collections,2021,Arts and Humanities Research Council
HT - An Approximately Optimal Bot for Non-Submodular Social Reconnaissance,2018,National Science Foundation
Study protocol for a multicentre longitudinal mixed methods study to explore the Outcomes of ChildrEn and fAmilies in the first year after paediatric Intensive Care: the OCEANIC study,2020,Department of Health
ASDS: Attribute‐based secure data sharing scheme for reliable cloud environment,2019,Science and Technology Programs of SGCC
Research and data-sharing policy in Sweden – neoliberal courses  forces and discourses,2017,Riksbankens Jubileumsfond (RJ) – The Swedish Foundation for Humanities and Social Sciences
COINS Data Exchange: An open platform for compiling  curating  and disseminating neuroimaging data.,2015,NIMH NIH HHS| NIDA NIH HHS| NIGMS NIH HHS| NIBIB NIH HHS
Algorithm for predicting death among older adults in the home care setting: study protocol for the Risk Evaluation for Support: Predictions for Elder-life in the Community Tool (RESPECT),2016,Ontario Ministry of Health and Long-Term Care
Genetic architecture of paediatric renal diseases in China and the need for data sharing.,2020,Medical Research Council
Hospital readiness for health information exchange: Development of metrics associated with successful collaboration for quality improvement,2011,NLM NIH HHS
Framework for assessing responsiveness to personal data breaches based on Capture-the-Flag,2020,National Research Foundation of Korea
CHI - Accountable: Exploring the Inadequacies of Transparent Financial Practice in the Non-Profit Sector,2016,Engineering and Physical Sciences Research Council
Translating caring competencies to remote working environments: a systematic review protocol.,2021,Social Sciences and Humanities Research Council of Canada
Mapping queries to the Linking Open Data cloud: A case study using DBpedia,2011,Netherlands Organization for Scientific Research (NWO)| Dutch and Flemish Governments
Infrastructure and distributed learning methodology for privacy-preserving multi-centric rapid learning health care: euroCAT.,2017,STW| EUROSTARS| ARTFORCE| ERC| Health Foundation Limburg| Dutch Cancer Society| REQUITE
Opening government health data to the public: benefits  challenges  and lessons learned from early innovators.,2016,Robert Wood Johnson Foundation’s Public Health Services and Systems Research Program
Protocol for a gender-sensitised weight loss and healthy living programme for overweight and obese men delivered in Australian football league settings (Aussie-FIT): A feasibility and pilot randomised controlled trial.,2018,Medical Research Council| Department of Health| Chief Scientist Office
Open Data  Models  and Codes for Vanadium Redox Batch Cell Systems: A Systems Approach using Zero-Dimensional Models,2019,The U.S. Department of Energy’s National Nuclear Security Administration
Laboratory Information Management Systems for Electron Microscopy: Evaluation of the 4CeeD Data Curation Platform,2019,Material Measurement Laboratory
Virtualization of disaggregated optical networks with open data models in support of network slicing,2019,European Commission| Ministerio de Ciencia Innovación y Universidades
Data Management Plan: IDRC Data Sharing Pilot Project,2017,International Development Research Centre
Contributing factors that influence medication errors in the prehospital paramedic environment: a mixed-method systematic review protocol.,2019,University of Southern Queensland
WWW (Companion Volume) - Roomba: Automatic Validation  Correction and Generation of Dataset Metadata,2015,European Union's 7th Framework Programme
Can We Improve the Monitoring of People With Multiple Sclerosis Using Simple Tools  Data Sharing  and Patient Engagement?,2020,Queen Mary University of London
Protecting Personal Data in Epidemiological Research: DataSHIELD and UK Law,2014,Medical Research Council
Data Protection and Competition Law Enforcement in the Digital Economy: Why a Coherent and Consistent Approach is Necessary,2021,"Max Planck Institute for Innovation and Competition (IMPRS-CI, IP MPG)"
Implementing a successful data-management framework: the UK10K managed access model.,2013,Wellcome Trust
Delivering public value through open government data initiatives in a Smart City context,2016,FAPERGS| CAPES Foundation| FAPERGS/CAPES
Assessing medical student knowledge and attitudes about shared decision making across the curriculum: protocol for an international online survey and stakeholder analysis.,2017,NCI NIH HHS
CHI - Infrastructure in the Wild: What Mapping in Post-Earthquake Nepal Reveals about Infrastructural Emergence,2016,National Science Foundation
Fair and Efficient Caching Algorithms and Strategies for Peer Data Sharing in Pervasive Edge Computing Environments,2020,National Science Foundation
A Call for Electronic Health Record-based Data Sharing for Clinical Trials in Critical Care.,2018,"NCATS NIH HHS| School of Medicine, Vanderbilt University"
Using opportunities in big data analytics to more accurately predict societal consequences of natural disasters,2019,University of Illinois at Urbana Champaign
COINSTAC: Decentralizing the future of brain imaging analysis.,2017,NIGMS NIH HHS| NIBIB NIH HHS| NCRR NIH HHS| NIDA NIH HHS| NINDS NIH HHS
Autism spectrum disorder/Takiwātanga: An Integrated Data Infrastructure-based approach to autism spectrum disorder research in New Zealand:,2020,"ministry of business, innovation and employment"
A Game Theoretic Framework for Analyzing Re-Identification Risk,2015,NHGRI NIH HHS| NLM NIH HHS
The role of e-participation and open data in evidence-based policy decision making in local government,2015,Policy Compass European Commission
Real-time digital pathogen surveillance — the time is now,2015,Medical Research Council
From Open Data to “Grounded Openness”: Recursive Politics and Postcolonial Struggle in Hong Kong:,2020,"Research Grants Council, University Grants Committee, Hong Kong"
Neurotrauma as a big-data problem.,2018,RRD VA| NINDS NIH HHS
Telecommunication Facilities  Key Support for Data Management and Data Sharing by a Biological Mobile Laboratory Deployed to Counter Emerging Biological Threats and Improve Public Health Crisis Preparedness.,2021,B-LiFE
Ethical concerns on sharing genomic data including patients’ family members,2018,"Japan Society for the Promotion of Science| Japan Agency for Medical Research and Development| Ministry of Education, Culture, Sports, Science and Technology of Japan"
Censored patients in Kaplan–Meier plots of cancer drugs: An empirical analysis of data sharing,2020,Oregon Health and Science University| Arnold Ventures
The EU Green Deal's ambition for a toxic-free environment: Filling the gap for science-based policymaking,2021,H2020 Marie Sklodowska-Curie Actions
The Role of Ecosystem Data Governance in Adoption of Data Platforms by Internet-of-Things Data Providers: Case of Dutch Horticulture Industry,2020,European Communitys Horizon 2020 Program
Standardizing data reporting in the research community to enhance the utility of open data for SARS-CoV-2 wastewater surveillance,2021,Intramural EPA
